9.0	14.0	9.0	11.0	3.0	1.0
9.0	15.0	15.0	16.0	7.0	0.5
9.0	17.0	30.0	0.0	38.0	0.5
9.0	19.0	3.0	0.0	25.0	0.5
9.0	19.0	6.0	25.0	9.0	0.5
9.0	22.0	20.0	6.0	27.0	0.1
9.0	30.0	14.0	12.0	23.0	0.1
10.0	0.0	13.0	9.0	12.0	0.5
10.0	3.0	12.0	12.0	11.0	0.5
10.0	3.0	17.0	10.0	14.0	0.5
10.0	4.0	8.0	11.0	9.0	1.0
10.0	12.0	3.0	23.0	18.0	1.0
10.0	15.0	22.0	13.0	14.0	1.0
10.0	18.0	15.0	15.0	8.0	0.5
10.0	20.0	6.0	9.0	15.0	0.5
10.0	22.0	20.0	20.0	12.0	0.1
10.0	28.0	18.0	15.0	21.0	0.1
10.0	28.0	21.0	9.0	30.0	0.1
10.0	29.0	16.0	5.0	30.0	0.5
10.0	30.0	18.0	11.0	27.0	0.1
11.0	0.0	22.0	25.0	36.0	0.5
11.0	1.0	27.0	0.0	17.0	0.5
11.0	14.0	13.0	15.0	3.0	0.5
11.0	17.0	11.0	13.0	4.0	0.1
11.0	18.0	15.0	11.0	11.0	0.5
11.0	19.0	8.0	8.0	14.0	0.5
11.0	29.0	15.0	1.0	32.0	0.5
12.0	1.0	22.0	16.0	25.0	0.5
12.0	2.0	16.0	12.0	14.0	0.5
12.0	4.0	8.0	11.0	11.0	1.0
12.0	4.0	18.0	13.0	15.0	0.5
12.0	7.0	13.0	21.0	15.0	0.5
12.0	14.0	19.0	20.0	13.0	0.5
12.0	15.0	17.0	0.0	20.0	1.0
12.0	19.0	12.0	13.0	6.0	0.5
12.0	19.0	17.0	19.0	5.0	0.5
12.0	26.0	20.0	15.0	19.0	0.1
12.0	28.0	20.0	12.0	24.0	0.5
13.0	7.0	3.0	21.0	24.0	0.5
13.0	9.0	17.0	11.0	6.0	0.1
13.0	10.0	19.0	16.0	12.0	0.5
13.0	12.0	16.0	11.0	4.0	1.0
13.0	14.0	10.0	27.0	16.0	0.1
13.0	18.0	19.0	21.0	9.0	0.5
13.0	20.0	22.0	22.0	11.0	1.0
13.0	21.0	16.0	30.0	12.0	0.5
13.0	24.0	13.0	18.0	6.0	0.1
13.0	25.0	19.0	27.0	8.0	0.5
13.0	28.0	18.0	15.0	18.0	0.1
13.0	28.0	20.0	8.0	27.0	0.5
13.0	30.0	20.0	19.0	18.0	0.1
14.0	3.0	19.0	10.0	12.0	0.5
14.0	5.0	18.0	21.0	20.0	0.5
14.0	6.0	21.0	8.0	9.0	0.5
14.0	9.0	12.0	16.0	9.0	1.0
14.0	9.0	16.0	8.0	3.0	0.5
14.0	12.0	16.0	21.0	11.0	1.0
14.0	14.0	18.0	20.0	10.0	0.5
14.0	15.0	20.0	21.0	12.0	1.0
14.0	17.0	15.0	0.0	18.0	0.1
14.0	17.0	15.0	22.0	6.0	0.5
14.0	24.0	19.0	9.0	20.0	0.5
14.0	24.0	27.0	0.0	37.0	0.5
14.0	27.0	16.0	15.0	14.0	0.5
14.0	30.0	19.0	19.0	16.0	1.0
15.0	10.0	8.0	9.0	8.0	0.1
15.0	10.0	12.0	18.0	11.0	0.5
15.0	11.0	16.0	9.0	3.0	0.5
15.0	17.0	21.0	16.0	7.0	1.0
15.0	21.0	9.0	8.0	19.0	0.5
15.0	26.0	18.0	18.0	11.0	1.0
15.0	28.0	3.0	11.0	29.0	1.0
15.0	28.0	11.0	14.0	18.0	0.1
15.0	29.0	10.0	14.0	20.0	1.0
16.0	8.0	7.0	23.0	24.0	0.5
16.0	16.0	15.0	14.0	3.0	0.5
16.0	27.0	16.0	18.0	9.0	1.0
17.0	6.0	3.0	0.0	20.0	0.5
17.0	10.0	21.0	8.0	6.0	0.5
17.0	11.0	9.0	12.0	9.0	0.5
17.0	20.0	8.0	9.0	20.0	0.5
17.0	22.0	10.0	15.0	14.0	0.5
17.0	30.0	14.0	14.0	19.0	0.5
18.0	1.0	13.0	13.0	17.0	0.5
18.0	10.0	20.0	15.0	7.0	0.5
18.0	13.0	17.0	16.0	4.0	0.5
18.0	21.0	2.0	25.0	20.0	0.5
18.0	22.0	18.0	24.0	2.0	1.0
18.0	27.0	17.0	18.0	10.0	0.5
19.0	0.0	13.0	9.0	15.0	0.5
19.0	7.0	14.0	20.0	18.0	0.5
19.0	7.0	21.0	12.0	7.0	0.5
19.0	13.0	22.0	14.0	4.0	0.5
19.0	16.0	19.0	14.0	2.0	1.0
19.0	17.0	21.0	18.0	3.0	0.5
19.0	19.0	12.0	16.0	10.0	0.5
19.0	24.0	10.0	21.0	12.0	0.5
19.0	26.0	15.0	16.0	14.0	0.1
19.0	27.0	21.0	12.0	17.0	1.0
20.0	2.0	10.0	19.0	27.0	0.1
20.0	4.0	16.0	8.0	8.0	0.5
20.0	10.0	12.0	11.0	9.0	1.0
20.0	11.0	14.0	9.0	8.0	0.5
20.0	12.0	17.0	12.0	3.0	1.0
20.0	16.0	18.0	6.0	12.0	0.5
20.0	17.0	16.0	9.0	12.0	0.5
20.0	19.0	22.0	19.0	2.0	0.5
20.0	19.0	30.0	0.0	29.0	0.5
20.0	22.0	12.0	21.0	9.0	0.5
20.0	24.0	16.0	21.0	7.0	0.5
20.0	27.0	7.0	13.0	27.0	0.5
20.0	27.0	10.0	16.0	21.0	0.5
21.0	4.0	21.0	14.0	10.0	0.5
21.0	10.0	12.0	16.0	15.0	0.5
21.0	12.0	16.0	11.0	6.0	1.0
21.0	12.0	29.0	0.0	20.0	1.0
21.0	14.0	18.0	19.0	8.0	0.5
21.0	16.0	22.0	21.0	6.0	0.5
21.0	19.0	17.0	3.0	20.0	1.0
21.0	20.0	19.0	10.0	12.0	0.5
21.0	22.0	19.0	14.0	10.0	1.0
21.0	23.0	17.0	12.0	15.0	0.5
21.0	27.0	21.0	12.0	15.0	0.5
22.0	3.0	11.0	0.0	14.0	0.5
22.0	11.0	16.0	8.0	9.0	0.5
22.0	11.0	17.0	10.0	6.0	0.5
22.0	12.0	16.0	19.0	13.0	1.0
22.0	14.0	0.0	30.0	38.0	0.5
22.0	15.0	11.0	22.0	18.0	0.1
22.0	17.0	5.0	11.0	23.0	0.5
22.0	20.0	19.0	16.0	7.0	0.5
22.0	21.0	14.0	19.0	10.0	1.0
22.0	24.0	19.0	10.0	17.0	0.5
22.0	29.0	10.0	17.0	24.0	0.5
23.0	0.0	8.0	18.0	33.0	0.5
23.0	6.0	16.0	14.0	15.0	0.1
23.0	14.0	14.0	14.0	9.0	0.1
23.0	23.0	7.0	14.0	25.0	1.0
24.0	1.0	22.0	9.0	10.0	0.5
24.0	5.0	8.0	14.0	25.0	0.1
24.0	10.0	12.0	9.0	13.0	0.5
24.0	10.0	14.0	15.0	15.0	0.1
24.0	12.0	0.0	10.0	26.0	0.5
24.0	17.0	16.0	10.0	15.0	1.0
24.0	20.0	14.0	18.0	12.0	0.5
24.0	26.0	17.0	8.0	25.0	0.5
24.0	28.0	1.0	2.0	49.0	0.5
24.0	28.0	14.0	17.0	21.0	0.1
24.0	29.0	12.0	20.0	21.0	1.0
24.0	29.0	17.0	21.0	15.0	0.5
25.0	0.0	16.0	9.0	18.0	0.5
25.0	3.0	16.0	8.0	14.0	0.5
25.0	11.0	22.0	14.0	6.0	0.5
25.0	12.0	21.0	21.0	13.0	1.0
25.0	13.0	18.0	17.0	11.0	0.5
25.0	14.0	12.0	17.0	16.0	0.1
25.0	18.0	9.0	21.0	19.0	1.0
25.0	22.0	18.0	19.0	10.0	0.1
25.0	25.0	17.0	17.0	16.0	0.5
25.0	26.0	12.0	14.0	25.0	0.5
25.0	30.0	15.0	22.0	18.0	1.0
25.0	30.0	16.0	11.0	28.0	0.5
26.0	0.0	15.0	14.0	25.0	0.1
26.0	9.0	17.0	9.0	9.0	0.5
26.0	18.0	17.0	8.0	19.0	1.0
26.0	18.0	18.0	11.0	15.0	1.0
27.0	5.0	16.0	9.0	15.0	1.0
27.0	9.0	14.0	11.0	15.0	0.1
27.0	10.0	10.0	21.0	28.0	0.5
27.0	15.0	13.0	25.0	24.0	1.0
28.0	6.0	5.0	7.0	24.0	0.1
28.0	7.0	18.0	17.0	20.0	0.5
28.0	7.0	20.0	12.0	13.0	0.5
28.0	11.0	12.0	16.0	21.0	1.0
28.0	12.0	14.0	12.0	14.0	0.5
28.0	16.0	10.0	4.0	30.0	0.5
28.0	20.0	21.0	12.0	15.0	1.0
28.0	22.0	9.0	9.0	32.0	0.5
28.0	25.0	9.0	15.0	29.0	0.1
28.0	25.0	21.0	0.0	32.0	0.5
28.0	28.0	12.0	8.0	36.0	0.5
28.0	30.0	9.0	14.0	35.0	0.5
29.0	0.0	13.0	20.0	36.0	0.5
29.0	1.0	12.0	28.0	44.0	0.5
29.0	3.0	17.0	5.0	14.0	0.5
29.0	4.0	20.0	9.0	14.0	0.5
29.0	7.0	13.0	15.0	24.0	1.0
29.0	8.0	11.0	16.0	26.0	0.5
29.0	9.0	14.0	17.0	23.0	1.0
29.0	11.0	14.0	21.0	25.0	0.5
29.0	13.0	13.0	9.0	20.0	0.5
29.0	17.0	10.0	9.0	27.0	1.0
29.0	23.0	10.0	14.0	28.0	0.5
29.0	24.0	18.0	15.0	20.0	0.5
29.0	27.0	18.0	16.0	22.0	0.5
30.0	1.0	9.0	29.0	49.0	0.5
30.0	8.0	7.0	0.0	31.0	0.5
30.0	12.0	17.0	12.0	13.0	1.0
30.0	16.0	21.0	15.0	10.0	0.1
30.0	25.0	13.0	13.0	29.0	0.1
30.0	29.0	13.0	0.0	46.0	0.5
